trg_pattern,abx,number_of_isolates,method_agreement,overall_agreement
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA1b_1_M95287:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:1:0:1:0:0:0:1:0|0:0:0:0:0:0:1:0:1|1:0:1:0:1:1:1:0:0,ami,1,1:2:1:3,False
dfrA17_6_AF180469|0|0|1|0,tri,1,1:1:2:1,False
blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503|1:0|0:1|1:0|1:0,blm,2,1:2:1:1,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:0:0:0:1:0|0:0:0:0:0:0:1|1:1:1:1:0:1:0,ami,2,1:2:3:4,False
blaTEM-33_1_GU371926|0|1|0|0,blm,1,1:2:1:1,False
dfrA25_1_DQ267940|1|1|1|1,tri,2,1:1:1:1,True
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:1|0:1:0:0:1:0:1:0|0:0:0:0:0:0:1:1|1:0:1:1:1:1:1:0,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:0:1:1:0:1,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:0:0:0:1:0|0:0:0:1:0:0:1:0|1:1:0:1:1:0:1:0,ami,1,1:2:3:4,False
aac(3)-VIa_2_NC_009838|1|1|1|1,ami,2,1:1:1:1,True
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:0:1:0:1:0|0:0:0:0:0:1:1|1:1:1:0:1:1:1,ami,1,1:2:1:3,False
blaKPC-2_1_AY034847|1|1|1|1,blm,3,1:1:1:1,True
blaOXA-9_1_KQ089875|1|1|1|1,blm,3,1:1:1:1,True
blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016|1:0|1:0|0:1|0:1,blm,1,1:1:2:2,False
aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:1:0:0|0:0:0:1:0:0|1:0:1:1:1:0,ami,1,1:2:3:4,False
aph(3')-Ia_1_V00359:aph(3')-Ia_7_X62115|1:0|0:1|1:0|1:0,ami,2,1:2:1:1,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:0:1:0:1:0|0:0:0:0:0:1:1|1:1:1:1:1:1:0,ami,1,1:2:1:3,False
aph(3'')-Ib_4_AF313472|1|1|1|1,ami,1,1:1:1:1,True
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:0:1:0:0:0:1:0|0:0:0:0:1:0:1:0:0|1:1:1:0:1:1:0:0:0,ami,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:1:0:0:1:0|0:0:0:1:0:1:0:0|1:1:0:1:1:1:0:0,ami,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:0:1:0:1:0:0|0:0:0:0:0:0:1|1:1:0:1:1:1:0,ami,1,1:2:1:3,False
qnrB2_1_DQ351242:qnrB70_1_KC580659|1:0|1:0|1:0|1:1,qui,1,1:1:1:2,False
blaCMY-105_1_KJ207205:blaCMY-2_1_X91840|0:1|0:1|0:1|1:1,blm,1,1:1:1:2,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA3_1_AF047479|0:0:1:0:0:1:0:0|0:0:1:0:1:0:1:0|0:0:1:0:0:1:0:0|1:1:1:1:1:0:0:1,ami,1,1:2:1:3,False
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:0:1|0:0:0:1:0|1:1:0:0:1,blm,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:0:0:0:1:0:0|0:0:0:0:0:0:1|1:1:1:1:0:1:0,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:1:0:0|0:0:0:1:0|0:0:0:1:0|1:1:0:1:1,ami,1,1:2:2:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:1:0:0|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,1,1:1:2:3,False
blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293|0:1|0:1|0:1|1:1,blm,1,1:1:1:2,False
aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682|0:1|1:0|1:0|1:0,ami,2,1:2:2:2,False
rmtC_1_AB194779|1|1|1|1,ami,1,1:1:1:1,True
dfrA29_1_AM237806|1|1|1|1,tri,1,1:1:1:1,True
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:0:1:1:0:1,ami,1,1:2:1:3,False
aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551|1:0:0|0:1:0|1:0:0|0:0:1,ami,2,1:2:1:3,False
aph(3')-Ia_1_V00359|0|1|0|0,ami,1,1:2:1:1,False
aph(3'')-Ib_3_AF321550:aph(3'')-Ib_2_AF024602|0:1|1:0|0:1|0:1,ami,2,1:2:1:1,False
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:1:0:0|1:1:1:1:0,ami,2,1:2:2:3,False
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:0:1,blm,1,1:2:3:4,False
ant(3'')-Ia_1_X02340|1|0|1|0,ami,2,1:2:1:2,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:1:0:0:1:0:1:0|0:0:0:0:0:0:0:1:1|1:1:0:1:1:0:0:1:0,ami,1,1:2:3:4,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:0:1|0:0:1:0:0:0:1:0|0:0:0:0:1:0:0:1|1:1:1:1:0:1:0:0,ami,1,1:2:1:3,False
blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:0:1,blm,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA22_1_AM261837:aadA24_1_AM711129:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:1:0:0:0|0:0:1:0:0:0|1:1:1:1:1:0,ami,1,1:2:2:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:1:1:0:0:0|0:1:0:0:0:1:1|1:1:0:1:1:1:0,ami,1,1:2:3:4,False
blaOXA-181_1_CM004561|1|1|1|1,blm,1,1:1:1:1,True
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:0:1|0:1:0:0:0:0:0:1:0|0:0:0:0:0:1:0:0:1|1:0:1:1:1:0:1:0:0,ami,1,1:2:1:3,False
blaLEN13_1_AJ635403:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:1:0|0:0:0:1:0|1:1:0:1:0,blm,1,1:2:3:4,False
blaTEM-1A_1_HM749966:blaTEM-1C_1_FJ560503|1:0|0:1|1:0|1:0,blm,2,1:2:1:1,False
aph(3'')-Ib_5_AF321551:aph(3'')-Ib_2_AF024602|0:1|1:0|0:1|0:1,ami,2,1:2:1:1,False
blaOXA-1_1_HQ170510|1|0|0|0,blm,1,1:2:2:2,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129|0:0:0:1:0|0:0:0:1:0|0:0:0:1:0|1:1:1:1:1,ami,1,1:1:1:2,False
blaLEN17_1_EF205593:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:0:1,blm,1,1:2:3:4,False
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:0:0:1|1:1:1:1:0,ami,1,1:2:1:3,False
aadA5_1_AF137361|1|0|1|0,ami,2,1:2:1:2,False
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:1:0:1:0:1:0|0:0:0:1:0:0:0|1:0:1:1:1:1:0,ami,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:0:1:0:0:1:0|0:0:0:0:0:0:1:1|1:1:1:1:1:0:0:0,ami,1,1:2:3:4,False
aadA5_1_AF137361|0|1|1|1,ami,1,1:2:2:2,False
sul1_2_U12338|0|1|0|1,sul,1,1:2:1:2,False
dfrA17_1_FJ460238|0|1|1|1,tri,1,1:2:2:2,False
blaTEM-1B_1_AY458016|0|1|0|1,blm,1,1:2:1:2,False
blaCMY-114_1_KM087846:blaCMY-42_1_HM146927|0:1|0:1|0:1|1:1,blm,1,1:1:1:2,False
blaTEM-1C_1_FJ560503:blaTEM-40_1_FR717535|1:0|0:1|1:0|1:0,blm,1,1:2:1:1,False
aph(6)-Ic_1_X01702|1|0|1|0,ami,1,1:2:1:2,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA8b_1_AY139603:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:0:1|0:0:1:0:0:1:0:0|0:0:0:0:1:0:0:1|1:1:0:1:0:0:1:1,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:0:1:0|0:0:0:1:0|1:1:1:1:0,ami,1,1:2:2:3,False
aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:1:0:0|0:0:0:1:0:0|1:0:1:1:1:0,ami,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625|0:0:0:0:1:0|0:0:0:0:0:1|0:0:0:0:1:0|1:1:1:1:0:1,ami,2,1:2:1:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:0:0:0:1:0|0:0:0:1:0:1:0:0|1:1:0:1:1:1:0:0,ami,1,1:2:3:4,False
sul2_2_AY034138:sul2_6_FN995456|1:0|1:0|1:0|0:1,sul,2,1:1:1:2,False
dfrA1_10_AF203818:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:1|0:0:1|1:0:0|1:1:0,tri,1,1:1:2:3,False
blaCTX-M-189_1_FJ657512|1|1|1|1,blm,1,1:1:1:1,True
dfrA17_1_FJ460238:dfrA32_1_GU067642|1:0|1:0|1:0|1:1,tri,1,1:1:1:2,False
aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829|0:1|1:0|0:1|0:1,ami,1,1:2:1:1,False
blaTEM-1C_1_FJ560503|0|0|0|1,blm,2,1:1:1:2,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:1:1:0:1:0,ami,1,1:2:3:4,False
sul2_2_AY034138|1|0|1|1,sul,1,1:2:1:1,False
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA24_1_AM711129:aadA24_1_DQ677333:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:1:0:0:0:1:0|0:0:0:0:0:0:1|1:0:1:1:1:0:1,ami,1,1:2:1:3,False
sul2_3_HQ840942:sul2_6_FN995456|1:0|0:1|0:1|1:0,sul,1,1:2:2:1,False
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:1:0|0:0:0:1|1:0:0:0|0:1:1:0,tri,3,1:2:3:4,False
aadA11_2_AJ567827:aadA13_2_NC010643:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:0:1:0:0:1:0|0:0:0:0:0:0:1:1|1:1:1:1:1:0:1:0,ami,1,1:2:3:4,False
blaTEM-40_1_FR717535|1|1|1|1,blm,1,1:1:1:1,True
blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200|0:1|0:0|1:1|0:1,blm,1,1:2:3:1,False
blaCTX-M-55_1_DQ810789|1|1|1|1,blm,1,1:1:1:1,True
blaLEN17_1_EF205593:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:1:0|0:0:0:1:0|1:1:0:1:0,blm,2,1:2:3:4,False
qnrB1_1_DQ351241:qnrB68_1_KC580657|1:0|1:0|1:0|1:1,qui,1,1:1:1:2,False
blaTEM-1B_1_AY458016:blaTEM-207_1_KC818234:blaTEM-30_1_AJ437107|1:0:0|1:0:0|0:0:1|0:1:0,blm,1,1:1:2:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:1|0:0:1:1:0:0:1:0|0:0:0:0:0:1:0:1|1:1:0:1:1:0:1:0,ami,1,1:2:3:4,False
aph(6)-Id_4_CP000971|0|0|0|1,ami,1,1:1:1:2,False
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:1:0:0:1:0:0|0:0:0:0:1:0:0|1:0:1:1:1:1:0,ami,1,1:2:3:4,False
aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_5_AF321551|1:0:0|0:1:0|0:0:1|0:0:1,ami,1,1:2:3:3,False
sul2_10_AM183225:sul2_2_AY034138:sul2_3_HQ840942|0:1:0|1:0:0|0:1:0|0:0:1,sul,1,1:2:1:3,False
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:1:0|0:0:0:1|1:0:0:0|1:1:0:0,tri,1,1:2:3:4,False
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:0:1:0|0:0:0:0:1|1:1:1:0:0,ami,1,1:2:1:3,False
blaTEM-84_1_AF427130|1|1|1|1,blm,1,1:1:1:1,True
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA22_1_AM261837:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:1:0:0|0:0:0:0:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,1,1:2:3:4,False
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:0:1|1:1:0:0:1:0,blm,1,1:2:1:3,False
aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:0:0:1|1:1:0:1:1,ami,1,1:2:1:3,False
dfrA17_1_FJ460238|0|1|0|0,tri,1,1:2:1:1,False
sul1_39_AY522923:sul1_5_EU780013:sul1_8_JN581942|0:1:0|1:0:0|1:0:0|0:0:1,sul,1,1:2:2:3,False
blaOXA-181_1_CM004561:blaOXA-204_1_KP027885|1:0|1:0|1:0|1:1,blm,1,1:1:1:2,False
blaTEM-1B_1_AY458016|1|0|0|0,blm,1,1:2:2:2,False
blaTEM-21_1_Y17582|0|1|0|0,blm,1,1:2:1:1,False
aadA15_1_DQ393783:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340|0:0:1|0:1:0|0:1:0|1:1:0,ami,2,1:2:2:3,False
blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246|1:0:0|0:0:0|0:0:1|0:1:0,blm,1,1:2:3:4,False
aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_2_AF024602|0:0:1|0:1:0|0:0:1|1:0:0,ami,1,1:2:1:3,False
aadA15_1_DQ393783:aadA1_4_JQ480156:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2b_1_D43625:aadA3_1_AF047479|0:0:0:0:0:0|0:0:0:1:1:0|0:0:0:0:0:0|1:1:1:0:0:1,ami,1,1:2:1:3,False
sul3_2_AJ459418|0|1|0|1,sul,1,1:2:1:2,False
dfrA12_8_AM040708|0|1|0|1,tri,1,1:2:1:2,False
dfrA14_4_AF393510|0|1|0|1,tri,1,1:2:1:2,False
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:1,ami,1,1:2:1:3,False
aadA15_1_DQ393783|0|1|0|0,ami,1,1:2:1:1,False
blaTEM-1A_1_HM749966:blaTEM-57_1_FJ405211|1:0|1:0|0:1|1:0,blm,1,1:1:2:1,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA21_1_AY171244:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361|0:0:0:1:0:1|0:0:0:0:1:1|0:0:0:1:0:1|1:1:1:1:0:1,ami,1,1:2:1:3,False
dfrA7_1_AB161450|1|0|0|0,tri,1,1:2:2:2,False
blaCMY-42_1_HM146927:blaCMY-90_1_HE819404|1:0|1:0|1:0|1:1,blm,1,1:1:1:2,False
blaTEM-1B_1_AY458016|0|1|0|0,blm,1,1:2:1:1,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:0:1:0|0:0:0:0:0:1|1:1:1:1:0:0,ami,1,1:2:1:3,False
sul2_10_AM183225:sul2_2_AY034138:sul2_3_HQ840942:sul2_6_FN995456|0:0:1:0|1:0:0:0|0:1:0:0|0:0:0:1,sul,1,1:2:3:4,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361|0:0:0:0:1:0:1|0:0:0:0:0:1:1|0:0:0:0:1:0:1|1:1:1:1:1:0:1,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:1:0:1:0:0:1:0|0:0:0:0:0:1:0:1|1:0:1:1:1:0:1:0,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625|0:0:1:0:0:1:0|0:0:1:0:1:0:1|0:0:1:0:0:1:0|1:1:1:1:1:0:1,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:0:0:0:0:0:1:0|0:0:0:0:1:0:0:0:0|1:1:1:1:0:1:0:0:0,ami,1,1:2:3:4,False
sul2_9_FJ197818|0|0|0|1,sul,1,1:1:1:2,False
blaTEM-143_1_DQ075245:blaTEM-1B_1_AY458016:blaTEM-232_1_MH079593|0:1:0|1:0:0|0:1:0|0:0:1,blm,1,1:2:1:3,False
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1:1|0:1:0:1:0:0:1:1:0|0:0:0:0:0:0:1:1:1|1:0:1:1:1:0:1:1:0,ami,1,1:2:3:4,False
blaDHA-12_1_HG798963:blaDHA-1_1_Y16410|0:1|0:1|0:1|1:1,blm,1,1:1:1:2,False
qnrB34_1_JN173056:qnrB4_1_DQ303921|0:1|0:1|0:1|1:1,qui,1,1:1:1:2,False
aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA17_1_FJ460181:aadA22_1_AM261837:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:0:0:1|0:0:0:0:0:1|1:0:1:1:1:0,ami,1,1:2:1:3,False
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:1:0:0:1:0|1:1:1:1:0:1:0,ami,1,1:2:2:3,False
qnrS1_1_AB187515|1|0|0|1,qui,1,1:2:2:1,False
