trg_pattern,abx,gene_name,phenotype_change,notes
aadA15_1_DQ393783:aadA1_4_JQ480156:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2b_1_D43625:aadA3_1_AF047479|0:0:0:0:0:0|0:0:0:1:1:0|0:0:0:0:0:0|1:1:1:0:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:1,ami,ant(3'')-Ia,,
aadA15_1_DQ393783|0|1|0|0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA21_1_AY171244:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361|0:0:0:1:0:1|0:0:0:0:1:1|0:0:0:1:0:1|1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:0:1:0|0:0:0:0:0:1|1:1:1:1:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361|0:0:0:0:1:0:1|0:0:0:0:0:1:1|0:0:0:0:1:0:1|1:1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:1:0:1:0:0:1:0|0:0:0:0:0:1:0:1|1:0:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625|0:0:1:0:0:1:0|0:0:1:0:1:0:1|0:0:1:0:0:1:0|1:1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:0:0:0:0:0:1:0|0:0:0:0:1:0:0:0:0|1:1:1:1:0:1:0:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1:1|0:1:0:1:0:0:1:1:0|0:0:0:0:0:0:1:1:1|1:0:1:1:1:0:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA17_1_FJ460181:aadA22_1_AM261837:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:0:0:1|0:0:0:0:0:1|1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:1:0:0:1:0|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
blaCTX-M-15_1_AY044436|1|1|1|1,blm,blaCTX-M-1,0,
blaOXA-1_1_HQ170510|1|1|1|1,blm,blaOXA-1,0,
blaTEM-1B_1_AY458016|1|1|1|1,blm,blaTEM,0,
blaTEM-1D_1_AF188200|1|1|1|1,blm,blaTEM,0,
blaTEM-1C_1_FJ560503|1|1|1|1,blm,blaTEM,0,
blaCTX-M-1_1_DQ915955|1|1|1|1,blm,blaCTX-M-1,0,
blaNDM-7_1_JX262694|1|1|1|1,blm,blaNDM,0,
blaTEM-1A_1_HM749966|1|1|1|1,blm,blaTEM,0,
blaNDM-1_1_FN396876|1|1|1|1,blm,blaNDM,0,
blaOXA-2_1_DQ112222|1|1|1|1,blm,blaOXA-2,0,
blaTEM-208_1_KC865667|1|1|1|1,blm,blaTEM,0,
blaCTX-M-14_1_AF252622|1|1|1|1,blm,blaCTX-M-9,0,
blaTEM-33_1_GU371926|1|1|1|1,blm,blaTEM,0,
blaOXA-48_1_AY236073|1|1|1|1,blm,blaOXA-48,0,
blaNDM-5_1_JN104597|1|1|1|1,blm,blaNDM,0,
blaTEM-30_1_AJ437107|1|1|1|1,blm,blaTEM,0,
blaCTX-M-14b_1_DQ359215|1|1|1|1,blm,blaCTX-M-9,0,
blaOXA-244_1_KP659189|1|1|1|1,blm,blaOXA-48,0,
blaCTX-M-27_1_AY156923|1|1|1|1,blm,blaCTX-M-9,0,
blaTEM-35_1_KP860986|1|1|1|1,blm,blaTEM,0,
blaCARB-2_1_M69058|1|1|1|1,blm,blaCARB,0,
blaCTX-M-3_1_Y10278|1|1|1|1,blm,blaCTX-M-1,0,
blaCTX-M-9_1_AF174129|1|1|1|1,blm,blaCTX-M-9,0,
blaKPC-2_1_AY034847|1|1|1|1,blm,blaKPC,0,
blaOXA-9_1_KQ089875|1|1|1|1,blm,blaOXA-9,0,
blaOXA-181_1_CM004561|1|1|1|1,blm,blaOXA-48,0,
blaCTX-M-189_1_FJ657512|1|1|1|1,blm,blaCTX-M-1,0,
blaTEM-40_1_FR717535|1|1|1|1,blm,blaTEM,0,
blaCTX-M-55_1_DQ810789|1|1|1|1,blm,blaCTX-M-1,0,
blaTEM-84_1_AF427130|1|1|1|1,blm,blaTEM,0,
blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016|0:1|1:0|0:1|0:1,blm,blaTEM,,
blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200|0:1|0:1|1:1|0:1,blm,blaTEM,,
blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068|1:0|1:0|0:1|1:0,blm,blaCTX-M-9,0,
blaSHV-100_1_AM941846:blaSHV-12_1_KF976405:blaSHV-154_1_JX121121|0:1:0|0:1:1|0:1:0|1:1:0,blm,blaSHV,,
blaSHV-100_1_AM941846:blaSHV-12_1_KF976405:blaSHV-165_1_JX121131|0:1:0|0:1:1|0:1:0|1:1:0,blm,blaSHV,,
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:1:0|0:0:0:1:0|1:1:0:1:0,blm,blaSHV,,
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:0:1|0:0:0:1:0|1:1:0:1:0,blm,blaSHV,,
blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-68_1_JN714480|0:0:0:1:0|0:0:1:0:0|1:0:0:0:0|0:1:0:0:1,blm,blaCMY,0,
blaTEM-1B_1_AY458016|0|0|1|1,blm,blaTEM,,
blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200|1:0|1:0|1:1|1:0,blm,blaTEM,,
blaCMY-4_1_LNHZ01000079:blaCMY-68_1_JN714480|1:0|1:0|1:0|1:1,blm,blaCMY,0,
blaCMY-2_1_X91840:blaCMY-81_1_JQ733578|1:0|1:0|1:0|1:1,blm,blaCMY,0,
blaCMY-114_1_KM087846:blaCMY-2_1_X91840|0:1|0:1|0:1|1:1,blm,blaCMY,0,
blaTEM-1B_1_AY458016:blaTEM-206_1_KC783461|1:0|0:1|1:0|1:0,blm,blaTEM,,
blaLEN17_1_EF205593:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:0:1|0:0:0:1:0|1:1:0:1:0,blm,blaSHV,,
blaTEM-1A_1_HM749966|0|0|0|1,blm,blaTEM,,
blaTEM-1B_1_AY458016:blaTEM-22_1_Y17583|1:0|0:1|1:0|1:0,blm,blaTEM,,
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:1:0,blm,blaSHV,,
blaTEM-1B_1_AY458016:blaTEM-30_1_AJ437107|1:0|0:1|1:0|1:0,blm,blaTEM,,
blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016|0:0:1|1:0:0|0:1:0|0:1:0,blm,blaTEM,,
blaCMY-114_1_KM087846:blaCMY-42_1_HM146927:blaDHA-1_1_Y16410|0:1:1|0:1:0|0:1:1|1:1:0,blm,blaCMY,,
blaCMY-4_1_LNHZ01000079:blaCMY-81_1_JQ733578|1:0|1:0|1:0|1:1,blm,blaCMY,,
blaTEM-1B_1_AY458016|0|0|0|1,blm,blaTEM,,
blaCMY-2_1_X91840:blaCMY-78_1_JQ733575|1:0|1:0|1:0|1:1,blm,blaCMY,,
blaCMY-42_1_HM146927:blaCMY-78_1_JQ733575|1:0|1:0|1:0|1:1,blm,blaCMY,,
blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200|0:1|0:1|1:1|0:1,blm,blaTEM,,
blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016|0:1|0:1|1:0|1:0,blm,blaTEM,,
blaCMY-114_1_KM087846:blaCMY-2_1_X91840:blaCMY-44_1_FJ437066|0:1:0|0:1:0|0:1:0|1:0:1,blm,blaCMY,,
blaCMY-138_1_KT997883:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-78_1_JQ733575|0:0:0:1:0|0:0:1:0:0|1:0:0:0:0|0:1:0:0:1,blm,blaCMY,,
blaIMP-28_1_JQ407409:blaIMP-70_1_MG748725|0:1|0:1|0:1|1:1,blm,blaIMP,,
blaTEM-106_1_AY101578:blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016|0:0:1|1:0:0|0:1:0|0:1:0,blm,blaTEM,,
blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-2_1_X91840|0:0:1|0:0:1|0:1:0|1:1:0,blm,blaCMY,,
blaOXA-1_1_HQ170510|0|1|0|0,blm,blaOXA-1,,
blaCMY-2_1_X91840:blaCMY-90_1_HE819404|1:0|1:0|1:0|1:1,blm,blaCMY,,
blaACT-15_1_JX440356|0|0|0|1,blm,blaACT,,
blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200|1:0|0:0|1:1|1:0,blm,blaTEM,,
blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016|0:1|1:0|1:0|1:0,blm,blaTEM,,
blaTEM-1B_1_AY458016|1|0|1|1,blm,blaTEM,,
blaCTX-M-189_1_FJ657512:blaCTX-M-55_1_DQ810789|1:0|1:0|0:1|0:1,blm,blaCTX-M-1,,
blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622|0:1|1:0|1:0|1:0,blm,blaCTX-M-9,,
blaTEM-1B_1_AY458016|0|1|1|1,blm,blaTEM,,
blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503|1:0|0:1|1:0|1:0,blm,blaTEM,,
blaTEM-33_1_GU371926|0|1|0|0,blm,blaTEM,,
blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016|1:0|1:0|0:1|0:1,blm,blaTEM,,
blaCMY-105_1_KJ207205:blaCMY-2_1_X91840|0:1|0:1|0:1|1:1,blm,blaCMY,,
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:0:1|0:0:0:1:0|1:1:0:0:1,blm,blaSHV,,
blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293|0:1|0:1|0:1|1:1,blm,blaCMY,,
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:0:1,blm,blaSHV,,
blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:0:1,blm,blaSHV,,
blaLEN13_1_AJ635403:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:1:0|0:0:0:1:0|1:1:0:1:0,blm,blaSHV,,
blaTEM-1A_1_HM749966:blaTEM-1C_1_FJ560503|1:0|0:1|1:0|1:0,blm,blaTEM,,
blaOXA-1_1_HQ170510|1|0|0|0,blm,blaOXA-1,,
blaLEN17_1_EF205593:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:1:0|1:1:0:0:0:1,blm,blaSHV,,
blaTEM-1B_1_AY458016|0|1|0|1,blm,blaTEM,,
blaCMY-114_1_KM087846:blaCMY-42_1_HM146927|0:1|0:1|0:1|1:1,blm,blaCMY,,
blaTEM-1C_1_FJ560503:blaTEM-40_1_FR717535|1:0|0:1|1:0|1:0,blm,blaTEM,,
blaTEM-1C_1_FJ560503|0|0|0|1,blm,blaTEM,,
blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200|0:1|0:0|1:1|0:1,blm,blaTEM,,
blaLEN17_1_EF205593:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:1|0:0:1:1:0|0:0:0:1:0|1:1:0:1:0,blm,blaSHV,,
blaTEM-1B_1_AY458016:blaTEM-207_1_KC818234:blaTEM-30_1_AJ437107|1:0:0|1:0:0|0:0:1|0:1:0,blm,blaTEM,,
blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404|0:0:0:0:0:1|0:0:1:1:0:0|0:0:0:0:0:1|1:1:0:0:1:0,blm,blaSHV,,
blaOXA-181_1_CM004561:blaOXA-204_1_KP027885|1:0|1:0|1:0|1:1,blm,blaOXA-48,,
blaTEM-1B_1_AY458016|1|0|0|0,blm,blaTEM,,
blaTEM-21_1_Y17582|0|1|0|0,blm,blaTEM,,
blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246|1:0:0|0:0:0|0:0:1|0:1:0,blm,blaCTX-M-1,,
blaTEM-1A_1_HM749966:blaTEM-57_1_FJ405211|1:0|1:0|0:1|1:0,blm,blaTEM,,
blaCMY-42_1_HM146927:blaCMY-90_1_HE819404|1:0|1:0|1:0|1:1,blm,blaCMY,,
blaTEM-1B_1_AY458016|0|1|0|0,blm,blaTEM,,
blaTEM-143_1_DQ075245:blaTEM-1B_1_AY458016:blaTEM-232_1_MH079593|0:1:0|1:0:0|0:1:0|0:0:1,blm,blaTEM,,
blaDHA-12_1_HG798963:blaDHA-1_1_Y16410|0:1|0:1|0:1|1:1,blm,blaDHA,,
qnrS1_1_AB187515|1|1|1|1,qui,qnrS,0,
qepA4_1_KX580704|1|1|1|1,qui,qepA,0,
qnrS1_1_AB187515:qnrS6_1_HQ631376|1:0|1:0|1:0|1:1,qui,qnrS,,
oqxB_1_EU370913|1|0|1|0,qui,oqxB,,
qnrB19_1_EU432277:qnrB54_1_HE820727|1:0|1:0|1:0|1:1,qui,qnrB,,
aac(6')-Ib-cr_1_DQ303918|0|0|1|1,qui,aac(6')-Ib,,
qnrS1_1_AB187515:qnrS2_1_DQ485530|1:0|1:0|1:0|1:1,qui,qnrS,,
qnrB19_1_EU432277:qnrB48_1_JQ762640|1:0|1:0|1:0|1:1,qui,qnrB,,
aac(6')-Ib-cr_1_DQ303918|1|0|1|1,qui,aac(6')-Ib,,
qnrB19_1_EU432277:qnrB49_1_JQ582718:qnrB5_1_DQ303919|0:0:1|1:0:0|1:0:0|1:1:0,qui,qnrB,,
aac(6')-Ib-cr_1_DQ303918|0|0|1|0,qui,aac(6')-Ib,,
qnrB2_1_DQ351242:qnrB70_1_KC580659|1:0|1:0|1:0|1:1,qui,qnrB,,
qnrB1_1_DQ351241:qnrB68_1_KC580657|1:0|1:0|1:0|1:1,qui,qnrB,,
qnrB34_1_JN173056:qnrB4_1_DQ303921|0:1|0:1|0:1|1:1,qui,qnrB,,
qnrS1_1_AB187515|1|0|0|1,qui,qnrS,,
sul2_3_HQ840942|1|1|1|1,sul,sul2,0,
sul2_2_AY034138|1|1|1|1,sul,sul2,0,
sul3_2_AJ459418|1|1|1|1,sul,sul3,0,
sul2_6_FN995456|1|1|1|1,sul,sul2,0,
sul1_2_U12338:sul1_5_EU780013|0:1|1:0|1:0|1:0,sul,sul1,0,
sul1_2_U12338:sul1_39_AY522923:sul1_5_EU780013|0:0:1|0:1:0|0:1:0|1:0:0,sul,sul1,0,
sul2_2_AY034138|0|1|1|1,sul,sul2,0,
sul2_2_AY034138:sul2_9_FJ197818|1:0|1:0|1:0|0:1,sul,sul2,0,
sul2_13_AJ289135|1|0|1|0,sul,sul2,0,
sul1_2_U12338:sul1_5_EU780013|0:1|1:0|0:1|1:0,sul,sul1,0,
sul2_10_AM183225:sul2_3_HQ840942|0:1|1:0|0:1|0:1,sul,sul2,0,
sul2_2_AY034138:sul2_3_HQ840942|0:1|1:0|0:1|0:1,sul,sul2,0,
sul1_2_U12338:sul1_5_EU780013:sul1_9_AY963803|0:1:0|1:0:0|0:0:1|1:0:0,sul,sul1,0,
sul1_36_X15024:sul1_39_AY522923:sul1_5_EU780013:sul1_8_JN581942|0:0:1:0|0:1:0:0|1:0:0:0|0:0:0:1,sul,sul1,0,
sul1_5_EU780013:sul1_8_JN581942|0:0|0:0|1:0|0:1,sul,sul1,0,
sul2_3_HQ840942:sul2_6_FN995456|0:1|1:0|1:0|1:0,sul,sul2,0,
sul2_10_AM183225:sul2_2_AY034138|0:0|1:0|0:0|0:1,sul,sul2,0,
sul2_2_AY034138:sul2_3_HQ840942:sul2_6_FN995456|0:1:0|1:0:0|0:0:1|0:1:0,sul,sul2,0,
sul1_2_U12338|1|0|1|1,sul,sul1,0,
sul1_2_U12338:sul1_5_EU780013:sul1_9_AY963803|0:1:0|1:0:0|1:0:0|0:0:1,sul,sul1,0,
sul1_22_AY115475:sul1_2_U12338:sul1_39_AY522923:sul1_5_EU780013|0:0:0:1|0:0:1:0|1:0:0:0|0:1:0:0,sul,sul1,0,
sul1_17_AM746675:sul1_5_EU780013|0:1|0:0|1:0|0:0,sul,sul1,0,
sul1_2_U12338|0|1|0|1,sul,sul1,0,
sul2_2_AY034138:sul2_6_FN995456|1:0|1:0|1:0|0:1,sul,sul2,0,
sul2_2_AY034138|1|0|1|1,sul,sul2,0,
sul2_3_HQ840942:sul2_6_FN995456|1:0|0:1|0:1|1:0,sul,sul2,0,
sul2_10_AM183225:sul2_2_AY034138:sul2_3_HQ840942|0:1:0|1:0:0|0:1:0|0:0:1,sul,sul2,0,
sul1_39_AY522923:sul1_5_EU780013:sul1_8_JN581942|0:1:0|1:0:0|1:0:0|0:0:1,sul,sul1,0,
sul3_2_AJ459418|0|1|0|1,sul,sul3,0,
sul2_10_AM183225:sul2_2_AY034138:sul2_3_HQ840942:sul2_6_FN995456|0:0:1:0|1:0:0:0|0:1:0:0|0:0:0:1,sul,sul2,0,
sul2_9_FJ197818|0|0|0|1,sul,sul2,0,
dfrA17_1_FJ460238|1|1|1|1,tri,dfrA7,0,
dfrA12_8_AM040708|1|1|1|1,tri,drfA12,0,
dfrA8_1_U10186|1|1|1|1,tri,dfrA8,0,
dfrA17_1_FJ460238:dfrA29_1_AM237806|1:1|1:1|1:1|1:1,tri,dfrA7,0,Note grouped because of intermediary among other non-dfr genes identified. Likely a secondary dfrA29 present
dfrA15_2_AF221900|1|1|1|1,tri,drfA15,0,
dfrA19_1_EU855687|1|1|1|1,tri,dfrA19,0,
dfrA25_1_DQ267940|1|1|1|1,tri,dfrA25,0,
dfrA29_1_AM237806|1|1|1|1,tri,dfrA29,0,
dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:0:1:0|1:0:0:0:0|0:1:0:0:0|0:0:1:0:1,tri,dfrA1,0,
dfrA30_1_AM997279:dfrA5_1_X12868|0:1|0:1|0:1|1:1,tri,dfrA5,0,
dfrA7_1_AB161450:dfrA7_5_AJ419170|0:1|1:0|1:0|1:0,tri,dfrA7,0,
dfrA14_1_KF921535:dfrA14_5_DQ388123|0:1|1:0|1:0|1:0,tri,dfrA14,0,
dfrA14_4_AF393510:dfrA14_5_DQ388123|0:1|1:0|1:0|1:0,tri,dfrA14,0,
dfrA1_7_AJ400733:dfrA1_8_X00926|0:1|0:1|0:1|1:1,tri,dfrA1,0,
dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:0:1|1:0:0:0|0:1:0:0|1:0:1:0,tri,dfrA1,0,
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:1:0|0:0:1:0|1:0:0:0|0:1:0:1,tri,dfrA1,0,
dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:0:1|0:0:0:1|0:1:0:0|1:0:1:0,tri,dfrA1,0,
dfrA5_1_X12868:dfrA5_2_FJ001870|0:0|0:1|0:0|1:0,tri,dfrA5,0,
dfrA17_1_FJ460238:dfrA7_4_FN563072|1:0|1:0|1:0|1:1,tri,dfrA7,0,
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:1|0:0:1|1:0:0|0:1:1,tri,dfrA7,0,
dfrA21_1_AY552589:dfrA22_2_KF525301:dfrA22_5_AJ968952|1:0:0|1:0:0|1:0:0|1:1:1,tri,dfrA21,0,
dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:0:1|1:0:0:0|0:1:0:0|0:0:1:1,tri,dfrA1,0,
dfrA17_1_FJ460238|1|0|1|0,tri,dfrA7,0,
dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:0:1:0|0:0:0:0:1|0:1:0:0:0|1:0:1:0:0,tri,dfrA1,0,
dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:0:1:0|0:0:0:0:1|0:1:0:0:1|1:0:1:0:0,tri,dfrA1,0,
dfrA17_1_FJ460238|0|1|0|1,tri,dfrA7,0,
dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA30_1_AM997279:dfrA5_1_X12868|0:1:0:1|1:0:0:1|1:0:0:1|0:1:1:1,tri,dfrA5,0,"Note gene grouping doesn't easily make sense for dfr genes, ? Both a dfrA5 and dfrA14 here"
dfrB1_1_U36276:dfrB6_1_DQ274503|1:0|1:0|1:0|1:1,tri,dfrB1,0,
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:1:0|0:0:0:1|1:0:0:0|0:1:0:1,tri,dfrA1,0,
dfrA1_10_AF203818:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:1|1:0:0|0:0:1|0:1:1,tri,dfrA1,0,
dfrA17_1_FJ460238:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_5_AJ419170|1:0:0:1|1:0:0:0|1:1:0:0|1:0:1:0,tri,dfrA7,0,"Note gene grouping doesn't easily make sense for dfr genes, ? Both a dfrA7 and dfrA17 here"
dfrA17_1_FJ460238|0|0|1|1,tri,dfrA17,0,
dfrA1_10_AF203818:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:1|1:0:0|1:0:0|1:1:0,tri,dfrA1,0,
dfrA1_8_X00926|0|1|0|1,tri,dfrA1,0,
dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:1:0|0:0:1|0:1:0|1:1:0,tri,dfrA1,0,
dfrA14_1_KF921535|0|1|0|1,tri,dfrA14,0,
dfrA17_6_AF180469|0|0|1|0,tri,dfrA17,0,
dfrA17_1_FJ460238|0|1|1|1,tri,dfrA17,0,
dfrA1_10_AF203818:dfrA1_7_AJ400733:dfrA1_8_X00926|0:0:1|0:0:1|1:0:0|1:1:0,tri,dfrA1,0,
dfrA17_1_FJ460238:dfrA32_1_GU067642|1:0|1:0|1:0|1:1,tri,dfrA17,0,
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:1:0|0:0:0:1|1:0:0:0|0:1:1:0,tri,dfrA1,0,
dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350|0:0:1:0|0:0:0:1|1:0:0:0|1:1:0:0,tri,dfrA1,0,
dfrA17_1_FJ460238|0|1|0|0,tri,dfrA17,0,
dfrA12_8_AM040708|0|1|0|1,tri,dfrA12,0,
dfrA14_4_AF393510|0|1|0|1,tri,dfrA14,0,
dfrA7_1_AB161450|1|0|0|0,tri,dfrA7,0,